text,label
"This is for nicole ï¿½ Its raining, make sure you bring an umbrellaï¿½ See its not about the pack train I`m on today",neutral
It's notification tune is frequency low,negative
This sucks. I want wunderlist back.,negative
 Thanks for the thoughts... Unfortunatly it didn`t work out like we hoped... ah well. The paintings were beautiful.,positive
"Best app ever! It keeps track of your habits and, if you turn on reminders, it also keeps you accountable of the goals you set. Simply genius!",positive
 I miss you too!!   And don`t say 'damn'!!!  lol,negative
"ok, but feels like untested alpha state software. tricky to navigate quickly when called from a widget, direct call entry for phone calls seems to be missing (though that's the first thing one needs in a todo list), sorting tasks is either impossible or a well hidden feature, sharing and assigning is very rudimentary.",neutral
"Great app, but it just syncs to my google calendar making it redundant. I wanted to use this for nonpersonal task and keep it separated. While using the App I get 40 notifications because it updates my personal calendar as well. I gave 2 stars because otherwise the functionality and UI is really nice.",negative
"Honestly, this app is not user friendly, is not intuitive. When I try to schedule a repeating task, it's confusing. After selecting a task to be repeated, I am asked how many days?! What the heck does that mean?! How the heck can I SIMPLY set a task to be repeated every day? Developers, where's the user guide?",neutral
Very Good!,positive
 LOL. Academy-ish. Haha. I really really miss O.B.,negative
Cleaning time soon,neutral
 everything is near here in SG! but you have a point--sana hindi sa Jurong East ang office ni ,neutral
Looks like the #GM Bankruptcy is going to happen. This loss will help offset the gains that I had earlier in the year tax wise. Oh well,negative
55 o,negative
 I`m jealous. I have so let it slip what with the baby and all. Not sure I could even do a half right now,negative
 Etsy handmade cards weren`t any good?,neutral
my stomach feels like it`s touching the ground..i`m SO full,negative
i just had the weirdest dream ever and can`t see because owi credo is too brighi. But i hate guys,negative
"That didn`t take long.. A fragment of bone did not heal to the major bone, it is now being reabsorbed by my body, may need fix in future",neutral
I finished  `s Zombie Chronicles a few days ago. It was bittersweet. Now I need something new for the gym,neutral
"Have had this app for about 2 weeks and I love it. My last app crashed terribly and did not recover, lost everything. This app is super-simple to use with the right mix and selection of tools. Will update my rating in time.",positive
" sweetie pie, buttercup, married ppl share hehehehehe.....this includes ur shoe collection  I am trading UP!",neutral
_achillies  Thanks! And yay for being in my guild!,positive
user friendly. nice.,positive
stuck here  ~*Lady*~,negative
"Would have been a five star had something as simple as a color theme change not came with a price. Seriously?! I have to pay premium prices just to go into dark mode. If I was going to pay, I'm most certainly not paying now. That's just too petty a thing. However, great concept guys.",positive
Gotta get creative with these mothers day gifts. I`m gonna win them over with my love!!,positive
is having a quiet mothers day evening... happy mothers day to all the yummy mummies,positive
I did not understand,negative
http://twitpic.com/67l90 -  girrrrrrrrlll i`m going to miss you so bad!!!!,negative
 'If there`s a camel up a hill' and 'I`ll give you plankton' ....HILARIOUS!!,positive
 the justice left when DJ Talent was voted off (N),neutral
"Love at first use, hope this keeps getting much cooler and hope doesnt endup as 30 trial or something 😂 we students cant afford you know 😢",positive
"App broken, don't bother. Like many many other reviewers, this app is totally broken and defunct on Android devices and specifically Galaxy S10 / Note 10 devices. It seems the developer response to all of those reviews is ""please report a bug"" but this has now been an issue for months that they haven't looked into fixing despite dozens of notifications from users that their app is broken. I have instead now downloaded an app by another developer which actually works. I will not be back.",negative
 just checked again and it worked!! Sorry,neutral
Please make it available as a widget.,negative
"  Welcome to Twitter  It`s really cool that you are here! Greetings from Vienna,Austria",positive
Laying with lyndi on drive way. Drinking tea. Listenin to music. Takin pictures. Just a Chillin.,positive
finished the book... vat a good book <3333,positive
 Till then ..Ice Cream!,neutral
"It`s raining cats and dogs in Gda?sk today , looks nice `though through a window",positive
Going to tmobile  i need a new phone this G1 is so not working for me anymore,negative
 Definitely! I have usually found that critics know virtually nothing of what constitutes a good movie. Rarely am I wrong.,negative
"Yea, someone is getting the best of me.",negative
" mostly just going to work and then update my twilight blog  basically, that`s my life. Is it sleeptime for you?",neutral
"Zelda Fans!!! pand_i - Zelda: The minnish cap, and a want for more music taste: Zelda = epic  I&#.. http://tinyurl.com/d7jvop",neutral
"is hungry, but can`t leave for lunch",negative
 goodnight baby loll jk night,positive
"I like this app. It's just that whenever I enter something in my calendar, it would not sink right away.",negative
_bear i like you,positive
That post was for ,neutral
 i (L u so much  See u at school todaay!,positive
"Works well, except it keeps asking to change the timezone when I switch to firefox",positive
has just joined the twitter community,neutral
watching keeping up with the kardashian on youtube,neutral
this dentist's office is cold :/,negative
"Decent, but premium features like Sync do not work, can't even reimport data you exported yourself. Had I realized this I would have never have bought the app, it's just false advertising. I now have to figure out how to port my data to another app where it won't be inevitably lost.",negative
I can`t believe how tired I am right now... I don`t know if I can go out tonight...   Exhaaaausted!!,negative
Watching 'Hairspray',neutral
"In other news: i like this band, 'Lydia', and its easy-going melancholy-yet-cheery songs. It`s good listening",positive
Theres a fricken prisnor trans outside r hotel!  3/10 so far,neutral
"This is really annoying, I got premium but for some reason it doesn't record how much screentime I've been using?? And I have to constantly go to accessibility to turn the app on, I don't know why it turns off a few minutes I turn it on. It's been proven because I use an app called screentime and it records I have used 5 hours, but Forest doesn't? Please fix this!!",negative
